Video Title,Channel,Published Date,Description,Video ID,Comment Author,Comment,Subscriber Count,Total Views,Topics Frequently Covered
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@inongesimakumba7299,43N? 👀👀,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@mikilacunningham6259,They STOPPED at her shade,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@stephenTurnbull-c2k,LOL,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@ayana8788,i love that one comment say the company dedicated till bargin into her house just to get the tone colour right😭,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@marymoxber92,So cute ❤❤,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@kktypescript2137,Smokey is GLOWING,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@Dwrkprnt,All the talk about loving yourself and shit and then putting varnish and two layers of emulsion to hide your face... Pathetic pieces of sh*t,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@ronnieferguson9337,43N? I have questions! 🤣,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@Kpopkidbaby,“dId ThEy SwAtCh Me In My SlEeP” 😭🤚🏻,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@jaakjoostur5253,"Oh no, a Korean company made a product that matches a specific skin tone",3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@cheviecourtney9340,She is pretty,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@LexiBlue24,"The concealer: baby, i&#39;m not even here ✨️i&#39;m a hallucination✨️",3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@almasupan1407,Did they swath me in my sleep?😂,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@zelline8769,prettyyyyyyy,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@Zanis_storys,I dare you to use the brightess shade,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@Not-MiaN,“They called me “ got me dying 😂💀,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@like90,"Wow, looks so good 😊",3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@floorsalad3988,actually it’s not your shade…,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@zburdick,Yes poookie,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@TheStellarWolf,i think your beautiful just the way your are!!!,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@rubin121,I think it need to be a bit warmer for your skin tone but ok❤,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@Adriana-tb3vj,No I legit was like “where is the foundation?” When she put it on like girllll,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@joyfulspacetv4781,“did they swatch me in my sleep 👁️👄👁️”,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@eddynoteddie3949,That&#39;s the darkest tone? ....,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@AnthonyCarlo-d4q,&quot;They called me&quot; :/,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@ЮлияБыкова-щ6у,МИЛАХА!!!!!,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@preppytok-,but its a korean brand? they dont need to make another shade just so you can feel &quot;included&quot;,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@marilynabascal-fr4bk,Okay is anybody going to talk about how pretty she is at the end? ❤❤❤,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@Sepidddd,Beautiful😊🤍,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@Sepidddd,Beautiful😊🤍,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@Sepidddd,Beautiful😊🤍,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@lilianaveronikalivecreatio7160,you are literally so gorgeous omg!!,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@iambluethistle2857,Your skin is beautiful and clean. I don&#39;t think you need a powder at all)) But I&#39;m glad you finally found your perfect tone ),3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@jamilgotcher365,Maybe it was made for Koreans. Korea is not America.,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@jahajahai6204,That&#39;s the EXACT shade!,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@notningen1224,유스포리아는 구두약 같은 파운데이션 출시해서 논란이었는데...티르티르 일잘하네,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@tinatini9682,"They calld me, HEHEHEHE LETS YOUSE THE DARKEST 1, DID THEY SWATS  ME IN MY SLEEP?!, and 10 MORE SHAIDS NEXST MONTH AHHHHHHH.☠️💀😭",3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@ItalianCat1248ItalianCat,Me putting foundation be like,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@grapitty-bu1od,Looking like a disney princess rn,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@vonniemichelle3670,You were beautiful before the face crap. Just saying. ❤,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@minakshi6899,😂 I love you dear❤,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@MacaylaReyes-sg9rs,The way she is like did they swatch my face while I was sleeping made me laugh 😂,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@Kampfgruppe9260,"As expected, Korean cosmetics are the best in the world.😮",3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@cristiannedasilvareis6970,❤🥰,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@basic-is-weird,if i didnt see the before i would have thought that that was just her skin ^^,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@SalmaMahomedy,DiD tHeY SwAtCh Me In My sLeEp,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@MitraHariprakash,Her laugh is so cute,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@RandomPerson-d5n,She might be the first person to make a Korean brand make darker shades?!!!,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@HeavenlyLoveBird,"“did they Swatch me in my sleep?!”<br>Me: “Yes, we did. Your welcome”",3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@dhousr223,❤,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@stephanied2613,Idk but I feel like they should make darker because she is kinda light and imagine people with darker skin then her so yeah,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@AlbaUnzueta,YEYYY❤❤,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@i_love_mycatss,they have 50 ish now lol &lt;3,3520000,1734939401,"Diversity, Racial Inclusivity"
DARKEST SHADE OF A KOREAN FOUNDATION,MissDarcei,2024-05-24T14:46:18Z,Tirtir Cushion Foundation: ...,YOLbmBYU-3E,@PhoenixValor427,"I&#39;ve never seen someone so proud of foundation, I love this",3520000,1734939401,"Diversity, Racial Inclusivity"
Korean makeup sucks ? 🤔 ft TIRTIR Cushion Foundation #koreanmakeup #tirtir #cushionfoundation,Edward Zo,2024-06-07T03:57:17Z,,FkQBQ0yzKXY,@Zoe-q5g,It’s tir tir your not the first person to try it,892000,260543924,"Diversity, Racial Inclusivity"
